name,image,serving_size,prep_time_in_mins,cook_time_in_mins,ingredients,instructions,is_vegetarian,is_breakfast,is_lunch,is_snack,is_dinner,energy_per_serving_kcal,carbohydrate_per_serving_g,protein_per_serving_g,fat_per_serving_g,fiber_per_serving_g
Sujir Shahi Halwa,"https://static.wixstatic.com/media/f319d7_0e8d7e5ab5724374b8f413a6f56ae2fa~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/f319d7_0e8d7e5ab5724374b8f413a6f56ae2fa~mv2.jpg",8,15,45,"1 cup semolina,2 cups milk,1 ½ cup sugar
,½ cup ghee,¼ cup water,2 tbsp ghee,2 tbsp almonds,2 tbsp pistachio","1. Toast a cup of semolina in a pan for about 3-4 minutes until fragrant

2. Transfer the semolina to a pot and pour in 2 cups of milk

3. Soak the semolina for 15 minutes and set aside

4. Add sugar and ghee to a large pan and melt over low-medium heat

5. Cook until sugar is brown then turn off the heat

6. Pour in water to the melted sugar and stir continuously to break the little chunks

7. Add the soaked semolina and cook for 15 minutes on medium heat

8. Stir continuously and mix in ghee

9. Add sliced almonds and pistachios 

10. Finish off with a pinch of salt

11. Ready to enjoy!",1,1,0,1,0,512,103,10,27,1
Chicken Mughlai Porota,"https://static.wixstatic.com/media/f319d7_024dd0771c6048f28b9167f77566b95c~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/f319d7_024dd0771c6048f28b9167f77566b95c~mv2.jpg",4,30,45,"Filling: 2 tbsp cooking oil,1 medium onion,2 small cinnamon sticks,½ tsp garlic paste,1 tsp ginger paste,500 g minced chicken,1 tsp salt,½ tsp turmeric,½ tsp roasted cumin,½ tsp red chili,2 tbsp lime juice,1 egg,1 tsp onion,1 tsp fresh coriander,1 tsp green chili ,Porota: 3 cups ap flour,½ tsp salt,2 tbsp cooking oil,1 cup + 2 tbsp water","1. Start off by adding cooking oil in a large pot

2. Stir in chopped onion, cinnamon sticks, garlic, and ginger paste

3. Add 500 grams of minced chicken into the pot

4. Mix in salt, turmeric, roasted cumin, and red chili

5. Cook the minced chicken for 7 to 8 minutes

6. Pour in lime juice and remove the chicken from heat and set aside

7. Prepare the porota by adding ap flour in a large clear bowl

8. Mix in salt, cooking oil, and water 

9. Knead a soft dough

10. Coat the dough in cooking oil and set aside for it to rest 15 minutes

11. Cut dough into 6 even pieces

12. Roll out the dough 

13. Crack an egg and whisk in chopped onion, fresh coriander and green chilies

14. Pour the whisked egg onto the porota and spread evenly

15. Place the cooked chicken on top of the egg spread

16. Fold the porota and fry in a pan with a drizzle of cooking oil for 6 to 7 minutes on low-medium heat

17. Remove the porota from heat and cut into small square pieces before serving 

",0,1,0,0,0,413,52,35,28,3
Chicken Curry and Rice Roti,"https://static.wixstatic.com/media/05c508_372c541385e54c16b05f2bab628f4d43~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_372c541385e54c16b05f2bab628f4d43~mv2.jpg",6,40,60,"Chicken Curry: 3 tbsp cooking oil,1 cup onion,2 cinnamon sticks,4 cardamoms,2 bay leaves,5 cloves,1 kg chicken pieces ,1 ¼ tsp salt,1 tbsp garlic paste,1 tbsp ginger paste,1 tsp coriander,½ tsp red chili,¾ tsp turmeric,½ tsp pepper,½ tsp garam masala,1 cup coconut milk,½ cup hot water,4 green chilies,¾ tsp roasted cumin,Rice Roti: 1.5 cups water,1 tsp cooking oil,½ tsp salt,1.5 cups rice flour","1. Fry thinly sliced onions in cooking oil until light brown on medium to high heat

2. Add cinnamon sticks, cardamoms, bay leaves, cloves, and chicken pieces

3. Salt to taste

4. Add garlic paste and ginger paste

5. Saute for 3 to 4 minutes on medium to high heat

6. Add coriander, red chili, turmeric, pepper, and garam masala

7. Pour coconut milk and sauté for 5 to 6 minutes on medium to high heat

8. Pour hot water, add green chilies, and cook for 20 minutes on low heat with lid on

9. Stir occasionally 

10. Add roasted cumin and cook for another 5 minutes on low heat

11. Serve chicken curry with rice roti, 

12. To prepare rice roti, pour water in a pot along with salt, cooking oil and rice flour

13. Cook for 5 minutes on low heat with lid on

14. Remove from heat and let it cool

15. Knead a soft dough

16. Roll out the dough and cook in pan with dry heat
",0,1,0,0,1,677,31,40,45,2
Keema Porota,"https://static.wixstatic.com/media/f319d7_8a07ff703a0c4970888101f6ca604861~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/f319d7_8a07ff703a0c4970888101f6ca604861~mv2.jpg",8,30,45,"Porota: 2 cups AP flour,2 tsp cooking oil,½ tsp salt,½ cup + 3 tbsp water,Filling: 2 tbsp cooking oil,1 cup onion,1 bay leaf,1 tsp garlic paste,1 tsp ginger paste,500 gm keema,1 ¼ tsp coriander,½ tsp red chili,½ tsp turmeric,¾ tsp salt,¾ tsp garam masala,1 medium tomato,½ cup water,½ tsp roasted cumin","1.      Add cooking oil to a pan along with chopped onion and bay leaf

2.      Stir in garlic and ginger paste

3.      Add ground beef, coriander, red chili, turmeric, salt, garam masala, and chopped tomato

4.      Pour in water and cover with lid and cook for 3 to 4 minutes

5.      Mix in roasted cumin and remove from heat

6.      Prepare dough by mixing ap flour with salt, cooking oil, and water 

7.      Knead a soft dough and let it rest for 10 minutes

8.      Roll out the dough and place filling in the center and seal

9.      Sprinkle of cheese is optional 

10.  Gently roll out the filled porota

11.  Cook the keema porota in a pan with butter

12.  Serve warm with a side of salad and dip
",0,1,0,1,0,306,26,17,14,2
Porota and Chana Dal,"https://static.wixstatic.com/media/f319d7_c552210316f94fa09afe37756991f44c~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/f319d7_c552210316f94fa09afe37756991f44c~mv2.jpg",6,30,50,"Porota: 3 cups AP flour,1 tsp salt,2/4 tsp sugar,1 tsp baking powder,¼ tsp instant yeast,2 tbsp cooking oil,1 ¼ cups water,Chana Dal: 1 cup split chickpeas,2 cups water,½ tsp turmeric,½ tsp salt,1 bay leaf,¼ tsp cooking oil,3 cloves,1 cinnamon,3 cardamom,½ tsp cumin,½ cup onion,1 ¼ tsp garlic paste,1 ¼ tsp ginger paste,½ tsp turmeric,½ tsp red chili,1 tsp coriander,300 gm chicken breast,¾ tsp salt,½ tsp garam masala,1 cup hot water,3 green chilies","1.      Add 3 cups of ap flour in a large clear bowl

2.      Mix in salt, sugar, baking powder, instant yeast, and cooking oil

3.      Gradually pour in room temperature water 

4.      Gently mix dough and coat with cooking oil

5.      Cover dough with a towel and allow it to rest for 30 minutes

6.      While the dough rest, prepare chana dal

7.      Place a cup of chana dal in pressure cooker along with water, turmeric, salt, bay leaf and cooking oil

8.      Cook until soft, about 4 whistles

9.      Set aside the chana dal

10.  Roll out the dough and gently brush with butter

11.  Sprinkle ap flour and cut halfway and roll into a cone shape

12.  Twist the cone into a round ball shape

13.  Coat with butter and let it rest for 10 minutes

14.  Add oil to a pan and add cloves, cinnamon stick, cardamom, cumin, and thinly sliced onion

15.  Stir in garlic and ginger paste

16.  Pour in a splash of water

17.  Add turmeric, red chili, and coriander. Saute for 3-4 minutes (use little bit of water, so that spices don't stick to the pan)

18.  Mix in bite size chicken breast cubes along with salt to taste, and garam masala

19.  Pour in hot water

20.  Add fresh green chilies

21.  Cover with lid and cook for 10 to 12 minutes

22.  Uncover and remove from heat

23.  Roll out dough and cook on a flat pan until fluffy and light golden brown in colour

24.  Remove porota from heat and fluff the porota to make it flaky

25.  Serve the flaky porota with the chicken chana dal 

26.  Ready to Enjoy!",0,1,1,0,0,403,60,21,8,5
Egg Porota,"https://static.wixstatic.com/media/f319d7_715cab90b72142d4bc85c0c20294bf4d~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/f319d7_715cab90b72142d4bc85c0c20294bf4d~mv2.jpg",4,20,30,"2 cups AP flour,½ tsp salt,2 eggs,¼ tsp salt,2 tsp coriander,1 green chili","1.     Mix ap flour with salt and pour warm water as needed

2.     knead a soft dough

3.     coat dough with cooking oil and set aside to rise

4.     whish egg with salt to taste

5.     Mix in freshly chopped coriander and green chili

6.     Roll out the dough and cook the porota on a pan 

7.     Drizzle cooking oil as needed

8.     Poke a hole in the center once the porota fluff up

9.     Pour in the whisked egg

10.  Cook until the whites are set on low heat

11.  Ready to enjoy!",1,1,0,0,0,267,46,10,4,2
Eggplant and Potato Bhaji,"https://static.wixstatic.com/media/f319d7_d4a77a3474424f5eb8caa2b73b48c277~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/f319d7_d4a77a3474424f5eb8caa2b73b48c277~mv2.jpg",8,20,30,"2500 gm eggplant,500 gm medium potatoes,½ tsp cumin,½ cup chopped onion,1 tsp garlic,1 tsp ginger,1 ½ tsp coriander,½ tsp turmeric,½ tsp red chili,1 medium tomato,¾ tsp salt,¾ cup water,3 green chilies","1.     Wash and cut the eggplant into bite-size cubes

2.     Fry the eggplants in batches in hot oil for about 3 minutes then remove from oil

3.     Repeat step 2 but with potatoes this time

4.     Fry in hot oil for 6-7 minutes then remove of oil and set aside

5.     Using a new pan with a drizzle of cooking oil, add cumin seeds 

6.     You may add a pinch of hing as an option

7.     Stir in chopped onions, minced garlic, and ginger

8.     Continue to stir as you mix in the turmeric and red chili

9.     Saute for about 4-5 minutes 

10.  Add a splash of water as needed

11.  Mix in chopped tomato, fried potatoes from earlier and salt to taste

12.  Pour water and add green chilies

13.  Cover with lid and cook until potatoes are tender

14.  Stir occasionally 

15.  Uncover and mix in the fried eggplants 

16.  Finish off with amchur powder and fresh coriander 

17.  Ready to enjoy!
",1,1,0,0,0,137,32,3,1,9
Luchi,"https://static.wixstatic.com/media/05c508_41277fb0395c42e7a8cd71f2371283cb~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_41277fb0395c42e7a8cd71f2371283cb~mv2.jpg",4,15,20,"2 cups AP flour,½ tsp salt,¾ cup warm water,1 tbsp cooking oil","1.     Mix ap flour with salt and warm water 

2.     Knead a soft dough

3.     Rest the dough for 15 minutes

4.     Cut dough into 8 pieces and roll into small round balls

5.     Roll out the dough 

6.     Deep fry in very hot oil for 25 to 35 seconds

7.     Ready to enjoy!

",1,1,0,0,0,258,46,7,5,2
Sujir Halwa,"https://static.wixstatic.com/media/05c508_a4fc6298948245518dd4b28c3a969016~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_a4fc6298948245518dd4b28c3a969016~mv2.jpg",6,15,30,"4 tbsp ghee,2 cups suji/semolina,3 cardamom,2 small cinnamon sticks,8-10 raisins/kismis,3 cups milk,1 ½ cups sugar,1 tbsp ghee,2 tsp rose water","1. Add ghee to a pan and carefully place the suji/semolina into it.

2. Mix the semolina into the ghee.

3. Add cardamom, cinnamon sticks and raisins - stir for 7 to 8 minutes on low medium heat until fragrant.

4. Add milk into the pan and mix together well until it is no longer liquid.

5. Next, add sugar and mix very well.

6. Stir until the semolina absorbs the liquid.

7. Pour ghee into the pan and mix until it is absorbed by the semolina.

8. Add rose water whilst continuously mixing.

9. Place the semolina into a dish.

10. Sprinkle any toppings e.g. almonds, nuts etc.

11. Ready to enjoy!",1,1,0,0,0,562,98,11,15,2
Dal Fry,"https://static.wixstatic.com/media/05c508_3f15c41e72c441e3a51ab55087e43884~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_3f15c41e72c441e3a51ab55087e43884~mv2.jpg",6,20,40,"2 tbsp cooking oil,2 bay leaves,1 black cardamom,2 cardamom,2 cloves,1 cup chana dal (soaked for 30 minutes),¾ tsp red chili/kashmiri,¼ tsp turmeric,¼ tsp salt,2 cups water,Tarka: 2 tbsp cooking oil,1 tsp cumin,1 tbsp chopped ginger,1 tbsp chopped garlic,3 green chili (chopped),1 cup onion (chopped),1 cup tomato (chopped),½ tsp salt,¼ tsp turmeric,1 tsp red chili/kashmiri,½ tsp cumin,1 tsp garam masala,2 tbsp coriander (chopped),2 tbsp ghee,¼ tsp hing,1½ tsp crushed coriander,3 dry red chili  ","1. Drizzle cooking oil in a pressure cooker.

2. Add bay leaves, black cardamom, cardamom and cloves into a pressure cooker and stir.

3. Then, add the chana dal and mix thoroughly.

4. Mix in red chilli, turmeric and salt.

5. Add water and stir well.

6. Place the lid of the pressure cooker on tightly and wait for 3 whistles.

7. Carefully take off the lid and check to see if the dal is cooked.

8. In a separate pan add cooking oil, cumin, ginger and garlic - mix well.

9. Shortly after, add green chillies into your mixture and keep stirring.

10. Add onions and fry until light brown.

11. Add tomatoes and salt whilst continuously mixing.

12. Add turmeric and red chilli.

13. Saute for 4-5 minutes.

14. Add cumin and garam masala.

15. After this, add the dal mixture into the pan and add salt for taste.

16. Add water if needed.

17. Sprinkle coriander and stir.

18. Now place the dal into a dish/container/bowl.

19. In another pan add ghee, hing, crushed coriander and dry red chilli.

20. Drizzle the ghee mixture over the dal.

21. Ready to enjoy!
",1,1,0,0,1,214,18,5,16,5
Butter Naan,"https://static.wixstatic.com/media/05c508_b97c3f4cf16e41c18279551dbee5a0ca~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_b97c3f4cf16e41c18279551dbee5a0ca~mv2.jpg",6,15,20,"3 cups AP flour,1 tsp salt,1 tsp baking soda,1 tsp sugar,½ cup plain yogurt,1 cup water minus 1 tbsp","1. Mix ap flour with salt, baking soda, and sugar

2. Gradually mix in plain yogurt and water

3. Add a bit of cooking oil 

4. Knead a very soft dough

5. Cut dough into 10 rough pieces

6. Coat with oil and let it rest for 30 minutes

7. Roll out the dough into a flat sheet

8. Apply water on one side of the sheet 

9. Attach the naan to the back of a pan and cook until fluffy

10. Brush with butter before serving

11. Ready to enjoy!",1,1,0,1,1,165,30,5,3,2
Sujir Nasta,"https://static.wixstatic.com/media/05c508_47f5dce15e5143fb8382e9b711b7fcb9~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_47f5dce15e5143fb8382e9b711b7fcb9~mv2.jpg",4,20,15,"1 cup fine grain suji,½ cup plain yogurt,½ tsp salt,¼ tsp baking soda,1 tbsp water,½ cup bell pepper,¼ cup carrot,¼ cup corn,½ tsp ginger paste,2 green chilies,2 tbsp fresh coriander,¼ tsp pepper,½ tsp salt,1 tbsp cooking oil,½ tsp black mustard seeds,¼ tsp cumin,¼ tsp Kashmiri red chili,¼ tsp turmeric,4 tbsp water,2 tbsp fresh coriander  ","1. Mix suji with yogurt, salt, water, and baking soda

2. Knead a soft dough for 5minutes

3. Cover the dough and let it rest for 10 minutes

4. Prepare the filling by mixing chopped bell pepper with shredded carrot, corn, ginger paste, green chilies, fresh coriander, pepper, and salt

5. Coat the working surface with oil before placing suji dough 

6. Roll out the dough and spread pizza sauce 

7. Distribute filling and roll inward and seal the ends

8. Steam for 15 minutes 

9. In a separate pan, temper mustard and cumin seeds in cooking oil

10. Add Kashmiri red chili, turmeric, and water

11. Add fresh coriander and place the steamed suji to coat the surface 

12. Cut in bite sizes before serving 

13. Ready to Enjoy!

",1,1,0,1,0,140,22,4,5,3
Sobji Porota,"https://static.wixstatic.com/media/05c508_816fc9bbcb7c4b67bd91e62467a29ab8~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_816fc9bbcb7c4b67bd91e62467a29ab8~mv2.jpg",6,30,25,"1 cup potato,1 cup cucumber,1 cup papaya,1 cup carrot,1 cup cauliflower,1 cup pumpkin,2 tbsp thinly sliced onion,1 tsp garlic paste,1 tsp ginger paste,1 tsp coriander,½ tsp turmeric,½ tsp cumin,6 green chilies,½ cup soaked chana dal,1 tsp salt,3 tbsp cooking oil,½ cup of water,2 bay leaves,4 tbsp cooking oil,3 garlic cloves,¼ cup thinly sliced onion,3 dry red chilies,½ tsp cumin seeds,1 tsp panch phoron,¼ cup of water,2 tbsp fresh coriander  ","1. Dice the following vegetables; potato, cucumber, papaya, carrot, cauliflower, pumpkin

2. Add thinly sliced onion, coriander, turmeric, cumin, soaked chana dal, salt, cooking oil, garlic, and ginger paste to the vegetables and mix well

3. Pour water and cook for 3 minutes on high heat with a lid on

4. Add bay leaves and stir

5. Cook until soft on medium heat with the lid on while stirring occasionally 

6. In a pan, fry thinly sliced onion with dry red chili in cooking oil until brown 

7. Add cumin seeds, panch phoron and fry for 30 seconds then transfer it to the vegetables 

8. Pour water and fresh coriander

9. Give it a gentle mix before serving 

10. Ready to Enjoy!

",1,1,0,0,0,180,28,4,7,4
